subject,block_type,stimulus_number,true_label,subject_response,site,called_target,true_target,trial_index,pearson_raw_contrast,lagged_xcorr_max_contrast,envelope_corr_contrast,log_spectrum_corr_contrast,mfcc_cosine_contrast,trial_index_z
2242025001,full_sentence,1556070,target,distractor,Oberlin,0,1,25,0.004712437279522419,0.001824837177991867,0.007044553756713867,-0.0014581084251403809,0.032715823501348495,-1.1353975148461362
2242025001,full_sentence,1673452,distractor,distractor,Oberlin,0,0,26,0.0027595406863838434,0.0005250237882137299,-0.0023955106735229492,-0.00048214197158813477,0.009344865567982197,-1.1122261369921334
2242025001,full_sentence,710781,target,target,Oberlin,1,1,27,0.004951554350554943,0.00041235610842704773,-0.003924369812011719,-0.0010618418455123901,0.03508178889751434,-1.0890547591381305
2242025001,full_sentence,144254,distractor,distractor,Oberlin,0,0,28,-0.0013960162177681923,-4.1794031858444214e-05,0.00392526388168335,0.004654556512832642,0.03328953683376312,-1.0658833812841277
2242025001,full_sentence,2675662,target,distractor,Oberlin,0,1,29,-0.0011576740071177483,-0.000717945396900177,-0.020512044429779053,-0.00034049153327941895,-0.02532014437019825,-1.042712003430125
2242025001,full_sentence,135747,target,target,Oberlin,1,1,30,0.008869260549545288,6.891041994094849e-05,-0.0026000142097473145,-0.0012884736061096191,0.009495945647358894,-1.0195406255761224
2242025001,full_sentence,1560586,distractor,distractor,Oberlin,0,0,31,-0.0022290581837296486,0.0003100931644439697,0.008274614810943604,0.0034440308809280396,0.06529474258422852,-0.9963692477221194
2242025001,full_sentence,1881701,target,distractor,Oberlin,0,1,32,0.0030788166914135218,-6.08786940574646e-05,0.006109952926635742,-0.004684850573539734,-0.0017009451985359192,-0.9731978698681167
2242025001,full_sentence,914835,target,distractor,Oberlin,0,1,33,0.005360763985663652,0.0011741109192371368,0.007152259349822998,-0.0015459507703781128,-0.03293870389461517,-0.9500264920141139
2242025001,full_sentence,2184351,distractor,target,Oberlin,1,0,34,0.00041779433377087116,0.00013184919953346252,-0.003460228443145752,0.001210227608680725,0.029643230140209198,-0.9268551141601111
2242025001,full_sentence,1204336,target,target,Oberlin,1,1,35,0.003934316802769899,-0.0004508867859840393,0.0017141103744506836,-0.0019125193357467651,-0.00174703577067703,-0.9036837363061083
